0	0
1	49
2	99
3	149
4	199
5	249
6	299
7	349
8	399
9	449
10	499
11	549
12	599
13	649
14	698
15	748
16	798
17	847
18	897
19	947
20	996
21	1046
22	1095
23	1144
24	1194
25	1243
26	1292
27	1341
28	1390
29	1439
30	1488
31	1537
32	1586
33	1635
34	1683
35	1732
36	1780
37	1829
38	1877
39	1925
40	1973
41	2021
42	2069
43	2117
44	2165
45	2212
46	2260
47	2307
48	2354
49	2402
50	2449
51	2496
52	2542
53	2589
54	2636
55	2682
56	2729
57	2775
58	2821
59	2867
60	2913
61	2958
62	3004
63	3049
64	3095
65	3140
66	3185
67	3230
68	3274
69	3319
70	3363
71	3408
72	3452
73	3496
74	3539
75	3583
76	3627
77	3670
78	3713
79	3756
80	3799
81	3842
82	3884
83	3927
84	3969
85	4011
86	4053
87	4094
88	4136
89	4177
90	4218
91	4260
92	4300
93	4341
94	4381
95	4422
96	4462
97	4502
98	4542
99	4581
100	4621
101	4660
102	4699
103	4738
104	4777
105	4815
106	4853
107	4891
108	4929
109	4967
110	5005
111	5042
112	5079
113	5116
114	5153
115	5190
116	5226
117	5262
118	5298
119	5334
120	5370
121	5405
122	5441
123	5476
124	5511
125	5545
126	5580
127	5614
128	5648
129	5682
130	5716
131	5750
132	5783
133	5816
134	5849
135	5882
136	5915
137	5947
138	5979
139	6011
140	6043
141	6075
142	6106
143	6138
144	6169
145	6199
146	6230
147	6261
148	6291
149	6321
150	6351
151	6381
152	6410
153	6440
154	6469
155	6498
156	6527
157	6555
158	6584
159	6612
160	6640
161	6668
162	6695
163	6723
164	6750
165	6777
166	6804
167	6831
168	6858
169	6884
170	6910
171	6936
172	6962
173	6988
174	7013
175	7039
176	7064
177	7089
178	7113
179	7138
180	7162
181	7187
182	7211
183	7235
184	7258
185	7282
186	7305
187	7329
188	7352
189	7375
190	7397
191	7420
192	7442
193	7464
194	7487
195	7508
196	7530
197	7552
198	7573
199	7594
200	7615
201	7636
202	7657
203	7678
204	7698
205	7718
206	7739
207	7759
208	7778
209	7798
210	7818
211	7837
212	7856
213	7875
214	7894
215	7913
216	7931
217	7950
218	7968
219	7986
220	8004
221	8022
222	8040
223	8058
224	8075
225	8093
226	8110
227	8127
228	8144
229	8160
230	8177
231	8194
232	8210
233	8226
234	8242
235	8258
236	8274
237	8290
238	8305
239	8321
240	8336
241	8351
242	8366
243	8381
244	8396
245	8411
246	8425
247	8440
248	8454
249	8468
250	8482
251	8496
252	8510
253	8524
254	8537
255	8551
256	8564
257	8578
258	8591
259	8604
260	8617
261	8630
262	8642
263	8655
264	8667
265	8680
266	8692
267	8704
268	8716
269	8728
270	8740
271	8752
272	8763
273	8775
274	8786
275	8798
276	8809
277	8820
278	8831
279	8842
280	8853
281	8864
282	8874
283	8885
284	8895
285	8906
286	8916
287	8926
288	8936
289	8946
290	8956
291	8966
292	8976
293	8986
294	8995
295	9005
296	9014
297	9024
298	9033
299	9042
300	9051
301	9060
302	9069
303	9078
304	9086
305	9095
306	9104
307	9112
308	9121
309	9129
310	9137
311	9146
312	9154
313	9162
314	9170
315	9178
316	9186
317	9193
318	9201
319	9209
320	9216
321	9224
322	9231
323	9238
324	9246
325	9253
326	9260
327	9267
328	9274
329	9281
330	9288
331	9295
332	9302
333	9308
334	9315
335	9322
336	9328
337	9335
338	9341
339	9347
340	9354
341	9360
342	9366
343	9372
344	9378
345	9384
346	9390
347	9396
348	9402
349	9408
350	9413
351	9419
352	9425
353	9430
354	9436
355	9441
356	9446
357	9452
358	9457
359	9462
360	9468
361	9473
362	9478
363	9483
364	9488
365	9493
366	9498
367	9503
368	9507
369	9512
370	9517
371	9522
372	9526
373	9531
374	9535
375	9540
376	9544
377	9549
378	9553
379	9558
380	9562
381	9566
382	9570
383	9575
384	9579
385	9583
386	9587
387	9591
388	9595
389	9599
390	9603
391	9607
392	9610
393	9614
394	9618
395	9622
396	9625
397	9629
398	9633
399	9636
400	9640
401	9643
402	9647
403	9650
404	9654
405	9657
406	9660
407	9664
408	9667
409	9670
410	9673
411	9677
412	9680
413	9683
414	9686
415	9689
416	9692
417	9695
418	9698
419	9701
420	9704
421	9707
422	9710
423	9713
424	9715
425	9718
426	9721
427	9724
428	9726
429	9729
430	9732
431	9734
432	9737
433	9740
434	9742
435	9745
436	9747
437	9750
438	9752
439	9755
440	9757
441	9759
442	9762
443	9764
444	9766
445	9769
446	9771
447	9773
448	9775
449	9778
450	9780
451	9782
452	9784
453	9786
454	9788
455	9790
456	9792
457	9794
458	9796
459	9798
460	9800
461	9802
462	9804
463	9806
464	9808
465	9810
466	9812
467	9814
468	9816
469	9817
470	9819
471	9821
472	9823
473	9825
474	9826
475	9828
476	9830
